datetime,vote_amount,block_amount
16/02/2021 14:25,30054921.8389,53362
16/02/2021 14:30,30054921.8389,53362
16/02/2021 14:35,30054921.8389,53362
16/02/2021 14:40,30055021.8889,53363
16/02/2021 14:45,30055021.8889,53363
16/02/2021 14:50,30055021.8889,53363
16/02/2021 14:55,30055021.8889,53363
16/02/2021 15:00,30055021.8889,53363
16/02/2021 15:05,30055021.8889,53363
16/02/2021 15:10,30055021.8889,53363
16/02/2021 15:15,30055021.8889,53363
16/02/2021 15:20,30055021.8889,53363
16/02/2021 15:25,30055121.9189,53364
16/02/2021 15:30,30055121.9189,53364
16/02/2021 15:35,30055121.9189,53364
16/02/2021 15:40,30055221.9289,53365
16/02/2021 15:45,30055321.9389,53366
16/02/2021 15:50,30055321.9389,53366
16/02/2021 15:55,30056345.1086,53366
16/02/2021 16:00,30056445.1186,53367
16/02/2021 16:05,30056445.1186,53367
16/02/2021 16:10,30056445.1186,53367
16/02/2021 16:15,30056445.1186,53367
16/02/2021 16:20,30056545.3386,53368
16/02/2021 16:25,30042861.8991,53369
16/02/2021 16:30,30042861.8991,53369
16/02/2021 16:35,30042861.8991,53369
16/02/2021 16:40,30042961.9391,53370
16/02/2021 16:45,30043067.5729,53371
16/02/2021 16:50,30043167.5729,53372
16/02/2021 16:55,30043167.5729,53372
16/02/2021 17:00,30043167.5729,53372
16/02/2021 17:05,30043367.5829,53374
16/02/2021 17:10,30043367.5829,53374
16/02/2021 17:15,30043367.5829,53374
16/02/2021 17:20,30043467.5929,53375
